,Date_ID,Total_Value_Binned_Encoded,Month,NumberOfDaysInMonth,Quarter,Year,LeapYear,Minimum Temperature,Maximum Temperature,Barley,Canola,Durum,Flaxseed,Oats,Rye,Wheat,Avena sativa,Brassica napus,Hordeum,Linum usitatissimum,Secale,Triticum,Brassicaceae,Grass,Linaceae,Mean_Temp_Binned_Encoded,Min_Temp_Binned_Encoded,Max_Temp_Binned_Encoded,Mean_Diff_from_Normal_Binned_Encoded,Snowfall_Binned_Encoded,Percent_of_Normal_Snowfall_Binned_Encoded,Total_Precip_Binned_Encoded,Percent_of_Normal_Precip_Binned_Encoded,Snow_on_Ground_Binned_Encoded,Days_with_Precip_Binned_Encoded,Heating_Degree_Days_Binned_Encoded,Cooling_Degree_Days_Binned_Encoded,Mean_Temp_Rolling_Average_Binned_Encoded,Min_Temp_Rolling_Average_Binned_Encoded,Max_Temp_Rolling_Average_Binned_Encoded,Mean_Diff_from_Normal_Rolling_Average_Binned_Encoded,Snowfall_Rolling_Average_Binned_Encoded,Percent_of_Normal_Snowfall_Rolling_Average_Binned_Encoded,Total_Precip_Rolling_Average_Binned_Encoded,Percent_of_Normal_Precip_Rolling_Average_Binned_Encoded,Snow_on_Ground_Rolling_Average_Binned_Encoded,Days_with_Precip_Rolling_Average_Binned_Encoded,Heating_Degree_Days_Rolling_Average_Binned_Encoded,Cooling_Degree_Days_Rolling_Average_Binned_Encoded,Area_Binned_Encoded,Land_Binned_Encoded,LandOfArea_Percent_Binned_Encoded,Freshwater_Binned_Encoded,FreshwaterOfArea_Percent_Binned_Encoded,Alberta,Atlantic,British Columbia,Canada,Manitoba,New Brunswick,Newfoundland and Labrador,Northwest Territories,Nova Scotia,Nunavut,Ontario,Prairies,Prince Edward Island,Quebec,Saskatchewan,Territories,Yukon,Atlantic_Region,British Columbia_Region,Canada_Region,Prairies_Region,Territories_Region
7499,269,1,6,30,2,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,33,35,30,28,0,0,13,2,0,10,7,13,29,28,32,36,7,1,1,0,3,0,11,15,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7500,270,1,7,31,3,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,38,40,34,29,4,0,11,3,0,6,2,18,36,36,38,34,4,0,23,19,1,6,4,22,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7501,271,1,8,31,3,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,38,39,37,31,0,0,13,7,1,7,2,19,38,40,39,21,0,0,32,22,2,18,1,23,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7502,272,1,9,30,3,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,30,34,26,22,2,1,22,25,1,23,10,8,35,36,31,19,1,0,30,27,3,24,5,18,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7503,273,1,10,31,4,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,24,22,21,25,8,11,35,16,4,25,16,3,29,29,30,37,9,4,6,0,5,0,11,15,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7504,274,1,11,30,4,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,19,23,14,27,12,4,38,7,9,35,21,0,21,19,21,30,18,32,28,24,15,28,19,9,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7505,275,1,12,31,4,2023,0,5,28,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,18,23,11,37,20,6,40,24,12,40,23,0,15,17,12,35,22,12,14,2,17,8,25,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7506,0,1,1,31,1,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,19,9,32,22,7,37,6,19,35,26,0,7,10,1,40,27,11,2,0,32,9,35,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7507,1,1,2,28,1,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,13,15,9,6,20,18,18,3,18,20,26,0,7,9,1,39,27,13,0,0,31,4,36,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7508,2,1,3,31,1,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,18,20,14,17,20,11,36,22,15,37,23,0,2,5,4,2,33,23,11,23,33,24,37,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7509,3,1,4,30,2,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,21,24,19,10,12,13,29,18,9,31,18,0,13,13,12,18,30,24,3,5,27,5,28,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7510,4,1,5,31,2,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,26,28,25,10,7,5,28,19,4,29,15,8,20,20,24,17,19,15,2,5,9,5,20,8,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7511,5,1,6,30,2,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,29,33,24,6,2,7,28,22,1,35,11,7,27,27,28,27,11,6,24,13,4,34,13,10,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7512,6,1,7,31,3,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,34,38,31,11,0,0,19,16,0,18,7,14,32,33,33,14,8,2,35,14,0,38,8,19,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7513,7,1,8,31,3,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,35,39,34,17,0,0,34,38,0,26,5,15,38,37,37,17,2,0,39,24,0,36,3,24,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7514,8,1,9,30,3,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,29,32,24,19,2,0,24,13,0,20,11,7,38,35,39,31,2,0,13,0,0,6,3,25,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7515,9,1,10,31,4,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,22,26,18,10,13,10,39,22,7,40,19,1,28,28,28,27,12,4,27,4,7,24,12,13,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7516,10,1,11,30,4,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,18,19,13,30,21,15,40,18,12,40,22,0,20,20,19,19,19,18,36,14,12,37,21,5,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7517,11,1,12,31,4,2001,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,17,7,17,30,18,40,23,20,40,28,0,16,17,15,39,26,15,25,11,18,31,24,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7518,12,1,1,31,1,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,13,14,10,23,30,26,39,19,24,40,27,0,9,11,9,35,34,20,17,7,24,33,34,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7519,13,1,2,28,1,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,16,9,17,26,15,38,27,23,33,25,0,5,4,5,35,34,17,7,7,26,27,38,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7520,14,1,3,31,1,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,14,13,1,29,30,34,24,22,34,27,0,8,6,9,32,31,30,4,10,25,11,31,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7521,15,1,4,30,2,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,21,21,20,8,14,20,29,20,9,25,19,1,8,8,12,0,36,32,14,31,21,35,35,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7522,16,1,5,31,2,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,25,26,22,6,11,30,27,25,6,34,16,3,18,17,20,2,23,34,15,25,12,30,22,8,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7523,17,1,6,30,2,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,31,32,35,22,4,15,22,13,0,21,9,13,24,23,27,3,18,35,21,7,4,20,16,12,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7524,18,1,7,31,3,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,35,36,36,18,2,0,13,5,0,13,6,17,33,32,39,21,12,11,38,22,0,34,8,21,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7525,19,1,8,31,3,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,34,36,33,14,3,0,12,3,0,9,6,14,40,38,40,27,7,0,25,5,4,19,2,26,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7526,20,1,9,30,3,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,28,31,24,13,5,8,27,22,3,24,12,7,34,33,32,13,10,5,34,31,3,34,7,21,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7527,21,1,10,31,4,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,22,21,18,11,8,5,14,0,3,13,18,0,27,26,27,25,12,8,18,9,4,16,13,16,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7528,22,1,11,30,4,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,19,21,14,33,11,3,40,10,6,35,21,0,18,18,18,2,19,27,24,6,13,30,23,8,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7529,23,1,12,31,4,2002,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,15,20,10,34,23,8,39,16,15,38,25,0,14,15,13,25,30,26,18,3,17,29,27,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7530,24,1,1,31,1,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,15,18,12,34,26,10,40,24,16,39,26,0,9,10,6,38,30,16,16,10,22,22,32,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7531,25,1,2,28,1,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,15,16,9,20,15,7,16,3,17,17,25,0,2,2,5,10,33,17,0,4,27,15,40,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7532,26,1,3,31,1,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,17,15,14,11,25,28,40,37,14,40,24,0,1,1,0,1,35,33,16,36,31,32,38,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7533,27,1,4,30,2,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,22,24,19,14,12,16,36,33,9,38,18,0,11,3,15,3,27,21,12,18,18,31,31,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7534,28,1,5,31,2,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,25,28,23,10,9,20,23,12,6,29,15,5,20,18,21,9,24,35,16,38,10,20,21,5,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7535,29,1,6,30,2,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,32,35,33,24,3,3,17,6,1,19,8,12,27,26,28,19,15,16,25,16,4,31,14,11,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7536,30,1,7,31,3,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,37,38,37,26,2,0,12,4,0,9,4,18,33,32,37,18,7,3,27,6,0,32,7,19,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7537,31,1,8,31,3,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,35,36,33,22,2,10,12,2,0,7,5,16,39,39,37,21,3,4,22,2,0,30,1,24,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7538,32,1,9,30,3,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,29,32,30,21,6,14,26,17,0,23,11,11,39,35,39,33,7,5,25,7,0,18,4,26,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7539,33,1,10,31,4,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,24,21,21,28,10,6,40,38,5,39,16,2,27,26,29,25,13,15,40,30,5,36,13,14,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7540,34,1,11,30,4,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,17,10,4,27,15,39,12,15,33,26,0,21,19,22,23,22,29,35,24,17,33,20,5,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7541,35,1,12,31,4,2003,0,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,14,17,8,24,28,17,39,12,23,40,27,0,12,14,11,6,26,19,32,15,20,32,29,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7542,36,1,1,31,1,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,11,8,7,30,26,39,24,24,40,29,0,8,8,4,33,38,24,32,20,24,30,34,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7543,37,1,2,29,1,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,16,17,11,27,15,8,24,6,18,28,24,0,0,0,0,0,39,32,10,36,33,39,40,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7544,38,1,3,31,1,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,20,22,18,29,20,13,37,23,13,37,21,0,8,5,8,30,26,16,2,4,32,4,32,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7545,39,1,4,30,2,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,24,25,22,30,9,5,14,4,8,13,16,2,15,14,16,32,25,18,5,30,19,18,26,1,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7546,40,1,5,31,2,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,27,30,23,22,7,6,24,19,5,33,13,4,20,21,22,17,17,12,5,8,10,17,20,5,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7547,41,1,6,30,2,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,33,34,37,30,2,2,17,8,1,17,7,15,25,24,26,5,19,35,39,37,6,39,16,12,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7548,42,1,7,31,3,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,38,40,38,29,0,0,15,11,0,15,2,19,31,32,31,6,6,9,26,6,0,36,9,17,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7549,43,1,8,31,3,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,37,40,38,28,0,0,33,40,0,30,3,19,37,38,36,14,4,0,40,36,0,39,3,23,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7550,44,1,9,30,3,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,27,32,20,9,10,17,35,39,1,35,13,4,31,32,27,4,11,6,39,37,2,40,9,16,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7551,45,1,10,31,4,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,23,26,19,18,15,19,37,23,5,38,18,2,27,28,24,22,13,10,28,15,6,19,13,12,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7552,46,1,11,30,4,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,18,23,13,29,22,9,40,20,10,39,22,0,20,21,21,19,20,17,30,19,12,31,21,4,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7553,47,1,12,31,4,2004,1,3,29,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,15,18,11,32,27,12,40,24,16,40,26,0,15,17,13,37,22,10,20,0,16,20,25,0,2,3,4,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
